question,mean_meta,std_meta,min_meta,p25_meta,p50_meta,p75_meta,max_meta,mean_conf,std_conf,min_conf,p25_conf,p50_conf,p75_conf,max_conf,skew_own,skew_meta,skew_conf,skew_row_average,skew_row_skew
Benign Congenital nevus - 2135 011289HB.jpg,0.6666666666666666,0.19227505550564009,0.19999999999999996,0.5999999999999999,0.7000000000000001,0.7249999999999998,1.0,0.8083333333333335,0.09003366373785203,0.7000000000000001,0.7000000000000001,0.7999999999999999,0.9000000000000002,0.9000000000000002,0.38840332498208946,-0.9958411367118228,-0.18476993302337605,2.9247683056089664,1.3307871890423617
Benign Conpund nevus - 4769 005759HB.jpg,0.75,0.178376517003169,0.5,0.5999999999999999,0.75,0.9000000000000002,1.0,0.866666666666667,0.1230914909793328,0.5999999999999999,0.7999999999999999,0.9000000000000002,0.9250000000000002,1.0,-2.0552372125864222,0.0,-0.9878830700037332,2.4873431153942893,1.8633553548715998
Benign Intradermal nevus - 5680 046343HB.jpg,0.7439999999999999,0.1325393023471403,0.5,0.6999999999999997,0.6999999999999997,0.8000000000000003,1.0,0.84,0.10408329997330665,0.5999999999999998,0.8000000000000003,0.8000000000000003,0.8999999999999997,1.0,-3.297525541044985,0.14042872858158842,-0.6747875377739523,2.4269209672140515,2.810464207983464
Benign Nevus cell nevus  1657 000363HB.jpg,0.8333333333333338,0.1435481125130547,0.5,0.7999999999999999,0.9000000000000002,0.9000000000000002,1.0,0.8916666666666669,0.10836246694508313,0.5999999999999999,0.9000000000000002,0.9000000000000002,0.9250000000000002,1.0,-3.464101615137755,-1.5899567756203776,-1.865900196694177,2.41742253348487,2.1677893548525793
Benign compund nevus - 6111 045676HB.jpg,0.6560000000000001,0.14165686240583852,0.40000000000000013,0.5999999999999998,0.5999999999999998,0.6999999999999997,1.0,0.7759999999999999,0.12342339054382419,0.5,0.6999999999999997,0.8000000000000003,0.8999999999999997,1.0,1.0436507793895275,0.48914516897126836,-0.6583657249984064,2.9629935218710357,-1.0224937929928888
Benign intradermal nevus_edited 3019 010381HB.jpg,0.6333333333333335,0.17232808737106578,0.39999999999999997,0.5,0.65,0.7999999999999999,0.9000000000000002,0.8083333333333335,0.11645001528813154,0.5999999999999999,0.7000000000000001,0.7999999999999999,0.9000000000000002,1.0,0.0,0.018948194529762038,-0.1890182077683367,2.874520012981303,0.159992680109385
Benign keratosis  - 5719 012955HB.jpg,0.6916666666666665,0.2314316444667974,0.19999999999999996,0.5750000000000001,0.7000000000000001,0.8249999999999998,1.0,0.7916666666666666,0.11645001528813154,0.5999999999999999,0.7000000000000001,0.7999999999999999,0.9000000000000002,1.0,2.0552372125864222,-0.5655712701280561,0.1890182077683332,3.131063562370162,1.0174945717179438
Benign keratosis _ 5402 012360HB.jpg,0.6519999999999997,0.19815818596935805,0.20000000000000007,0.5,0.6999999999999997,0.8000000000000003,1.0,0.7920000000000001,0.11518101695447328,0.5,0.6999999999999997,0.8000000000000003,0.8999999999999997,0.8999999999999997,3.2975255410449815,-0.34649569388131307,-0.899402175652625,3.176107444660948,1.3570792901909536
Benign nevus cell nevus _ 4192 000360HB.jpg,0.7249999999999998,0.27010099121355596,0.0,0.6749999999999999,0.7999999999999999,0.8249999999999998,1.0,0.866666666666667,0.12309149097933275,0.5999999999999999,0.7999999999999999,0.9000000000000002,0.9250000000000002,1.0,3.4641016151377566,-1.9120573967924084,-0.987883070003734,3.2047795639598013,2.354355716583352
Benign nevus incepiens 1468  04566HB.jpg,0.7159999999999997,0.24269322199023186,0.20000000000000007,0.5999999999999998,0.8000000000000003,0.8999999999999997,1.0,0.8760000000000002,0.09695359714832658,0.5999999999999998,0.8999999999999997,0.8999999999999997,0.8999999999999997,1.0,4.999999999999999,-1.0770842550068205,-1.2627992779125963,3.259314541667932,2.0304895874219273
Billy the Kid never actually shot anyone dead,0.5605128205128199,0.15498639529341232,0.10000000000000006,0.5,0.6000000000000003,0.6099999999999997,0.8999999999999994,0.6461538461538464,0.14662188004694957,0.5,0.5,0.6000000000000003,0.6999999999999995,1.0,0.4935300906010768,-0.4711264787018837,0.8716691658342137,3.0541434989124516,-0.06868646821761311
"Birmingham, Alabama has a larger population than Birmingham, UK.",0.535384615384615,0.15912335754055643,0.20999999999999994,0.4800000000000003,0.5,0.625,1.0,0.6384615384615381,0.14256186951522518,0.5,0.5,0.6000000000000003,0.6999999999999995,1.0,-0.7357112210170913,0.6985933780494477,0.992468057051916,2.901271439776611,1.3151671549114785
Blackbeard had a wooden leg,0.5817948717948719,0.2238993170680424,0.10000000000000006,0.5,0.5199999999999997,0.75,1.0,0.6948717948717944,0.16850537700106977,0.5,0.5500000000000004,0.6999999999999995,0.8000000000000005,1.0,-0.16054535047329546,-0.07103129730154167,0.4673037339370035,2.941802396099916,0.8793453438755916
Brass is an alloy of Copper and Mercury,0.5989743589743595,0.15761036019572328,0.0,0.5,0.6000000000000003,0.6999999999999995,0.8999999999999994,0.6871794871794875,0.13799215686996438,0.5,0.6000000000000003,0.6999999999999995,0.8000000000000005,1.0,0.37966145557153785,-1.1239080278440103,0.3685511256697519,2.941307288435042,-0.13494571065608105
California,0.6139393939393937,0.30570553022822666,0.0,0.5,0.6999999999999996,0.8999999999999995,1.0,0.9136363636363639,0.16069805112808197,0.5,0.8999999999999995,1.0,1.0,1.0,1.2600976127889871,-0.6400426254417976,-1.8678986829708621,3.324399491168886,0.3212099166563782
Centipedes are considered insects,0.6053846153846153,0.2690220706446352,0.10000000000000006,0.5,0.6000000000000003,0.8000000000000005,1.0,0.7641025641025647,0.15128776951154602,0.5,0.6000000000000003,0.8000000000000005,0.8999999999999994,1.0,-0.6117599486651409,-0.4078342104257761,0.17197883425499236,2.914232625370757,1.264389465256817
China borders the same number of countries as Russia,0.5469230769230767,0.14292349529056741,0.10000000000000006,0.5,0.5,0.6449999999999997,0.8500000000000005,0.6487179487179484,0.153677370302364,0.5,0.5,0.6000000000000003,0.6999999999999995,1.0,0.37966145557153785,-0.5161089708102223,0.9425553063826236,2.9903012906135054,-0.12946200712055325
Colorado,0.7533333333333336,0.16833127061442452,0.10999999999999992,0.75,0.8000000000000004,0.8500000000000004,0.9499999999999995,0.8424242424242429,0.1453020625935482,0.5,0.75,0.8999999999999995,1.0,1.0,-2.9834088569802892,-2.0981663327403997,-0.8242038311553417,2.474937566683407,3.9322891240673354
Columbus crossed the Atlantic in the Mary Rose,0.6348717948717952,0.27102992449729507,0.0,0.5,0.6999999999999995,0.8649999999999994,0.95,0.7974358974358972,0.18565273111968944,0.5,0.6499999999999996,0.8000000000000005,1.0,1.0,1.7379543996168758,-0.9432750911532326,-0.3507960570541289,3.2062256925513575,2.4805646432506028
Connecticut,0.5757575757575758,0.21400978807974977,0.2000000000000001,0.4000000000000002,0.5,0.75,0.8999999999999995,0.8042424242424245,0.20557891281437257,0.5,0.6000000000000001,0.8799999999999998,1.0,1.0,2.9834088569802892,0.0027480140284441416,-0.3320248734760838,3.301788668826224,0.7909339759841848
Croatia is on the Iberian Peninsula.,0.5507692307692305,0.15919839683443998,0.0,0.5,0.5,0.6099999999999997,0.8500000000000005,0.6307692307692312,0.15753670608839782,0.5,0.5,0.6000000000000003,0.6999999999999995,1.0,-0.05337410177873346,-0.7935467495904698,1.375028324968463,2.966545941177006,0.6402866124430063
Custer was defeated at Little Bighorn,0.676410256410257,0.1927568304406135,0.20000000000000012,0.5,0.6999999999999995,0.8000000000000005,1.0,0.7487179487179494,0.17751470639120365,0.5,0.6000000000000003,0.8000000000000005,0.8999999999999994,1.0,-0.6117599486651409,-0.3003030698580855,-0.08191631593930147,2.7230906128642967,0.2555721571973344
Cyprus is the only country to depict its map on its flag,0.5458974358974361,0.11123039031710026,0.40000000000000024,0.5,0.5,0.6000000000000003,0.8799999999999998,0.5794871794871798,0.10557982058859348,0.5,0.5,0.5,0.6000000000000003,0.8999999999999994,0.6117599486651398,1.3231963280059138,1.4236392016586872,3.014032797779009,-0.3121042794432913
Delaware,0.5957575757575755,0.20228430338001857,0.16999999999999996,0.5,0.6000000000000001,0.8000000000000004,0.8999999999999995,0.75,0.20691181696558567,0.5,0.5,0.8000000000000004,1.0,1.0,-0.06356028168669535,-0.19407774094141167,-0.019715404317297527,2.9948465995500437,0.5892968920235285
Earth's atmosphere is mostly Nitrogen,0.6033333333333329,0.25147285438239264,0.0,0.5,0.6000000000000003,0.8000000000000005,0.9799999999999998,0.7948717948717954,0.1685053770010698,0.5,0.6999999999999995,0.8000000000000005,0.95,1.0,-0.26900266402535017,-0.754161972636374,-0.19360706249262735,2.887919322946232,1.5216010085783365
Florida,0.6169696969696971,0.20517499921537777,0.15000000000000002,0.5,0.6000000000000001,0.6999999999999996,1.0,0.866666666666667,0.17662931995188882,0.5,0.6999999999999996,1.0,1.0,1.0,0.8985654162419012,-0.45564972504977946,-0.9866975287481585,3.118115611976857,0.7070988642265388
Genghis Khan's real name was Temujin,0.5264102564102563,0.14537586818290207,0.10000000000000006,0.5,0.5,0.6000000000000003,0.8000000000000005,0.6128205128205125,0.15757953243310305,0.5,0.5,0.5,0.6999999999999995,1.0,-0.053374101778733425,-0.37547890644726006,1.3513311254424356,2.945198906684482,-0.6809638761412743
Georgia,0.8115151515151515,0.1838838154263653,0.08999999999999998,0.75,0.8999999999999995,0.8999999999999995,1.0,0.8690909090909085,0.16619573618860609,0.5,0.8000000000000004,0.9499999999999995,1.0,1.0,-2.9834088569802892,-2.188665368290429,-1.0639982380364534,2.44643352590252,1.83285271445289
Grand Central in New York is the world's most used train station.,0.6020512820512816,0.20892178701709965,0.0,0.5,0.6000000000000003,0.7899999999999994,0.9099999999999997,0.6974358974358977,0.14953820051847969,0.5,0.5500000000000004,0.6999999999999995,0.8000000000000005,0.8999999999999994,-1.3297187430879895,-0.7755976189402168,-0.05361016445363799,2.7578663669445396,1.1489776771369355
Hawaii,0.8472727272727275,0.12686786253994556,0.5,0.8000000000000004,0.8999999999999995,0.9499999999999995,1.0,0.9345454545454539,0.0970209677431542,0.6499999999999998,0.8999999999999995,1.0,1.0,1.0,-5.744562646538024,-1.2004217118734217,-1.2557186634538267,2.3652878175920393,5.089997610165624
Idaho,0.6503030303030299,0.19580738061429231,0.10000000000000005,0.5,0.6999999999999996,0.8000000000000004,1.0,0.796969696969697,0.20309303361521366,0.5,0.6000000000000001,0.8000000000000004,1.0,1.0,-1.2600976127889867,-0.8202226295438101,-0.3805561623842149,2.6950907958059385,2.2627243131150956
Illinois,0.685151515151515,0.2742161694279854,0.2000000000000001,0.5,0.75,0.8999999999999995,1.0,0.8706060606060609,0.17179092296195744,0.5,0.8000000000000004,0.9499999999999995,1.0,1.0,-0.3213656478302573,-0.5325417138829762,-1.294363436977448,2.962968937908115,0.7745395770460749
Indiana,0.745757575757576,0.19062447218009385,0.2000000000000001,0.6999999999999996,0.8000000000000004,0.8599999999999997,1.0,0.8209090909090906,0.19992754369339077,0.5,0.6000000000000001,0.8999999999999995,1.0,1.0,-2.983408856980289,-1.351862630726864,-0.5190639833545228,2.511076113030485,2.5063484091267245
Iowa,0.6533333333333334,0.17050781995752182,0.07000000000000002,0.6000000000000001,0.66,0.75,0.8999999999999995,0.7618181818181818,0.205813242793293,0.5,0.5500000000000003,0.8000000000000004,0.9899999999999994,1.0,-1.729545743043708,-1.0472323046637868,-0.14944004183289036,2.640231005647332,0.976698875688669
Japan has the world's highest life expectancy,0.5984615384615387,0.22001840188036967,0.10000000000000006,0.5,0.6200000000000001,0.75,0.9899999999999998,0.7461538461538455,0.1373550026796754,0.5,0.6000000000000003,0.8000000000000005,0.8999999999999994,0.8999999999999994,-1.0078500945374314,-0.4254385967134695,-0.3971244966876189,2.800182468917764,1.3474556592658042
Joan of Arc fought at the Battle of Agincourt,0.5805128205128204,0.16418777308712423,0.20000000000000012,0.5,0.5500000000000004,0.6550000000000004,1.0,0.6230769230769229,0.15970620800236277,0.5,0.5,0.6000000000000003,0.6499999999999996,1.0,-0.8670439889603676,0.5642770483963869,1.1945196317564442,2.855009885055462,0.8013863794581935
Johannesburg is one of South Africa's three capital cities,0.6371794871794875,0.16187956403561787,0.40000000000000024,0.5,0.6000000000000003,0.7549999999999998,1.0,0.6615384615384619,0.14620710727807834,0.5,0.5,0.6999999999999995,0.8000000000000005,1.0,-1.329718743087989,0.4207230783022099,0.3456567209920221,2.7211225785932665,0.23267565479676483
Jupiter was first discovered by Galileo Galilei,0.5846153846153849,0.17238033460080354,0.20000000000000012,0.5,0.6000000000000003,0.6999999999999995,0.8999999999999994,0.6307692307692312,0.1238714234787664,0.5,0.5,0.6000000000000003,0.6999999999999995,0.8999999999999994,-1.3297187430879893,-0.3163489663387812,0.774071440762671,2.8175274376177133,1.7143890596092872
Kansas,0.5454545454545452,0.20043843988072302,0.2000000000000001,0.4000000000000002,0.5,0.6999999999999996,0.8999999999999995,0.7557575757575763,0.20607993447674475,0.5,0.6000000000000001,0.6999999999999996,1.0,1.0,-0.06356028168669532,0.35555539794229835,0.04549373349624803,3.0882504185694266,0.5462857369830515
Kentucky,0.5630303030303027,0.19360857497288264,0.2000000000000001,0.4000000000000002,0.5,0.75,0.8999999999999995,0.7381818181818182,0.17840358995572633,0.5,0.6000000000000001,0.6999999999999996,0.8999999999999995,1.0,0.06356028168669535,-0.06080650430587475,0.09775374715618491,3.018045089204473,0.6633966155258678
Lake Baikal is the deepest lake in the world.,0.5441025641025637,0.14265744669843036,0.10000000000000006,0.5,0.5,0.6400000000000003,0.8000000000000005,0.58974358974359,0.12522584186574728,0.5,0.5,0.5,0.6499999999999996,0.8999999999999994,-0.37966145557153785,-0.9795266786149244,1.220105682230496,2.9313423792249873,-0.41947431291494697
Leptons are made up of quarks,0.5366666666666665,0.13902542995955317,0.20000000000000012,0.5,0.5,0.5500000000000004,0.8999999999999994,0.5794871794871798,0.12392588442818973,0.5,0.5,0.5,0.6000000000000003,0.8999999999999994,0.3796614555715379,0.7703796720643893,1.5485365916051559,3.013353473863631,-0.43798266080349496
Louisiana,0.5636363636363638,0.26029812453485657,0.050000000000000044,0.4000000000000002,0.5,0.8000000000000004,0.9499999999999995,0.8681818181818176,0.16947445503405775,0.5,0.8000000000000004,0.9499999999999995,1.0,1.0,0.32136564783025706,-0.35473177106089854,-1.0256850481321391,3.2321835959157847,0.31933481048827794
Maine,0.603030303030303,0.18111606859423127,0.2000000000000001,0.5,0.6000000000000001,0.6999999999999996,0.8999999999999995,0.7324242424242429,0.20992603314962974,0.5,0.5,0.6999999999999996,1.0,1.0,-0.3213656478302573,-0.53497440317599,0.29501729310839303,2.9720242824925167,1.150070482141295
Malignant Melanoma- 2349 019474HB.jpg,0.8153846153846155,0.16251232694862378,0.5,0.7,0.9000000000000002,0.9000000000000002,1.0,0.8846153846153849,0.09870962335856491,0.7,0.8,0.9000000000000002,1.0,1.0,0.0,-0.5661869367272789,-0.2617507766219299,2.359308478108392,1.9082651727460356
Malignant melanoma 2074 -019672HB.jpg,0.7,0.1825741858350554,0.4,0.5999999999999999,0.7,0.8,1.0,0.8230769230769232,0.11657505560686475,0.7,0.7,0.8,0.9000000000000002,1.0,0.17520438393807816,0.0,0.22070749063081285,2.8160098758900025,-0.23357440613832248
Marie Antoinette was married to Louis XVI,0.5966666666666673,0.14551782913612762,0.34999999999999976,0.5,0.5500000000000004,0.6999999999999995,0.8999999999999994,0.633333333333333,0.14926721593968986,0.5,0.5,0.6000000000000003,0.6999999999999995,1.0,-1.7379543996168754,0.5198655141929401,0.9915788541212647,2.740916393488987,-0.021706443686252956
Maryland,0.6872727272727274,0.22693986988948106,0.08999999999999998,0.6000000000000001,0.8000000000000004,0.8000000000000004,1.0,0.8181818181818176,0.17445369273561082,0.5,0.75,0.8000000000000004,1.0,1.0,-0.8985654162419018,-1.1736603754906765,-0.5263698958594444,2.755881338080202,1.3227468205408692
Massachusetts,0.9475757575757582,0.17399767065664815,0.0,0.9499999999999995,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,-5.744562646538024,-5.357361522087966,0.0,2.352956816527667,5.743441818723457
Memphis is the state capital of Tennessee,0.6076923076923074,0.24454535192842572,0.10000000000000006,0.5,0.6000000000000003,0.8000000000000005,1.0,0.7769230769230762,0.1613455566911206,0.5,0.6499999999999996,0.8000000000000005,0.8999999999999994,1.0,0.16054535047329546,-0.3052905042756359,-0.07948267973948311,2.988318007802888,1.0137503000676749
Michigan,0.6396969696969702,0.26734206609329214,0.15000000000000002,0.30000000000000004,0.75,0.8500000000000004,0.9499999999999995,0.8481818181818179,0.16388743365215938,0.5,0.6999999999999996,0.8999999999999995,1.0,1.0,-0.19138576740891994,-0.6493637355750271,-0.7467924368657605,3.024469797471202,0.6673242425505531
Minnesota,0.629090909090909,0.2514751930653851,0.15000000000000002,0.4000000000000002,0.6999999999999996,0.8500000000000004,1.0,0.745757575757576,0.1832864953943399,0.5,0.6000000000000001,0.6999999999999996,0.8999999999999995,1.0,-0.7412338898758746,-0.5056633809736369,0.23950394081109833,2.89643826068451,0.9924830131328238
Mississippi,0.6263636363636362,0.15816957241000446,0.10000000000000005,0.5,0.6999999999999996,0.7300000000000003,0.8900000000000003,0.6657575757575755,0.17649416249252955,0.5,0.5,0.6000000000000001,0.8000000000000004,1.0,-0.7412338898758746,-1.2312760064693997,0.9398379784348102,2.7980322383642484,1.7141161848797404
Missouri,0.5881818181818183,0.22078630145253791,0.2000000000000001,0.44999999999999973,0.5500000000000003,0.8000000000000004,0.9899999999999994,0.7263636363636364,0.19218835458050956,0.5,0.5500000000000003,0.6999999999999996,0.8999999999999995,1.0,0.4550735891084457,-0.025664743405717862,0.28213627526762786,3.0746920092843943,0.47821253338557707
Montana,0.6027272727272728,0.14944214447556128,0.30000000000000004,0.5,0.6000000000000001,0.6999999999999996,0.9499999999999995,0.7484848484848488,0.21505989299671294,0.5,0.5,0.8000000000000004,1.0,1.0,0.45507358910844564,0.423228415821857,-0.039422647058481614,3.068477885976474,-0.17949663206689012
More living languages originate in N/S America than Europe,0.5384615384615389,0.18168130659479506,0.10000000000000006,0.5,0.5,0.6999999999999995,0.8500000000000005,0.6948717948717944,0.14680584734646898,0.5,0.6000000000000003,0.6999999999999995,0.8000000000000005,1.0,0.8670439889603676,-0.402162788608292,0.30337960823954074,3.16247689097813,0.794630335136901
More people speak Kyrgyz than Uzbek,0.5507692307692305,0.15244299392481486,0.25,0.5,0.5,0.6000000000000003,1.0,0.5794871794871798,0.1104523883601751,0.5,0.5,0.5,0.6000000000000003,0.8000000000000005,0.6117599486651398,1.0489976723636234,1.17057886392432,3.027396371947774,-0.45385427271959444
More people speak Wu Chinese than Cantonese,0.5556410256410257,0.17584076037553592,0.0,0.5,0.5,0.6499999999999996,0.95,0.6512820512820516,0.153677370302364,0.5,0.5,0.6000000000000003,0.75,1.0,0.8670439889603683,-0.6027682796041026,0.6165652325107872,3.042419210975054,-0.02780604549969467
Mount Kilimanjaro is higher than Denali,0.5794871794871798,0.16036059231666336,0.21999999999999986,0.5,0.5,0.6999999999999995,0.8999999999999994,0.6487179487179484,0.13740411943528755,0.5,0.5,0.6000000000000003,0.6999999999999995,1.0,-0.8670439889603676,-0.19835395630058184,0.5734873811985038,2.8255397440936885,1.2289433670195156
Napoleon Bonaparte's first wife was a widow,0.5338461538461535,0.13291499825502606,0.24000000000000016,0.5,0.5,0.5850000000000005,0.8999999999999994,0.5948717948717952,0.12554872811344678,0.5,0.5,0.5,0.6999999999999995,1.0,-0.26900266402535017,0.4906939389960204,1.3626962692840432,2.9487250369649622,0.12451581438602712
Nebraska,0.6278787878787885,0.2187715357364501,0.15000000000000002,0.5,0.66,0.8000000000000004,1.0,0.7772727272727272,0.19125037136030504,0.5,0.6000000000000001,0.8000000000000004,1.0,1.0,-0.7412338898758746,-0.3919021034120954,-0.22676030469951233,2.8661966894986546,1.138912827685051
Nero was the first Roman Emperor,0.6023076923076925,0.18662460968283684,0.25,0.5,0.5500000000000004,0.7199999999999996,1.0,0.674358974358974,0.1727760167292181,0.5,0.5,0.6999999999999995,0.8000000000000005,1.0,0.4935300906010768,0.40443809166826267,0.483576450959259,3.029096588860724,0.1857228224600149
Nevada,0.5696969696969699,0.297652112881851,0.14000000000000004,0.25,0.6000000000000001,0.8500000000000004,1.0,0.8587878787878791,0.18367358233694042,0.5,0.8000000000000004,0.9899999999999994,1.0,1.0,0.7412338898758751,-0.10323535269417017,-0.9454896903119951,3.3340211457023385,0.08034089052672683
New_Hampshire,0.6315151515151516,0.18299797150722075,0.2000000000000001,0.5,0.6000000000000001,0.6999999999999996,1.0,0.7469696969696965,0.19315610345787765,0.5,0.6000000000000001,0.6999999999999996,1.0,1.0,-0.06356028168669535,-0.08471469939876035,0.12068623832086087,2.918859244970231,0.6888379139866717
New_Jersey,0.6260606060606062,0.18584165628868368,0.25,0.5,0.6199999999999999,0.8000000000000004,0.9899999999999994,0.833333333333333,0.19025750094718133,0.5,0.6999999999999996,0.8999999999999995,1.0,1.0,-0.19138576740891994,-0.2922829175754604,-0.5774929221154735,3.01260409488316,0.5273841963681123
New_Mexico,0.5787878787878785,0.21327443552494704,0.10000000000000005,0.4000000000000002,0.6000000000000001,0.75,0.8999999999999995,0.7718181818181822,0.1948309290361542,0.5,0.6000000000000001,0.7699999999999997,1.0,1.0,-0.5943092698674104,-0.6081829816931343,-0.09487284008071663,2.9812222075063293,0.810055258333274
New_York,0.6957575757575755,0.32908994119228135,0.0,0.5,0.8500000000000004,0.9499999999999995,1.0,0.9936363636363632,0.034804649637133776,0.8000000000000004,1.0,1.0,1.0,1.0,1.0698789646307743,-0.9282442245429932,-5.722370581688039,3.236874658565956,0.48223176934281226
Nigeria is the country with most indigenous languages,0.4820512820512818,0.1504236033966724,0.0,0.5,0.5,0.5,0.8000000000000005,0.5974358974358972,0.11807040604116696,0.5,0.5,0.6000000000000003,0.6999999999999995,1.0,-0.4935300906010768,-1.3425956555824146,1.3663008265258372,3.037124439101145,2.164190295062171
North_Carolina,0.6327272727272727,0.20075284442680894,0.10000000000000005,0.5,0.6499999999999998,0.8000000000000004,0.9800000000000003,0.7842424242424247,0.21229446387962977,0.5,0.5500000000000003,0.8999999999999995,1.0,1.0,-0.3213656478302573,-0.5287569011730242,-0.2581627948893735,2.9275299203427205,1.15522022837608
North_Dakota,0.5730303030303029,0.19471910615815355,0.2000000000000001,0.44999999999999973,0.5,0.75,0.9499999999999995,0.6921212121212118,0.19819115734180678,0.5,0.5,0.6000000000000001,0.8000000000000004,1.0,0.4550735891084457,0.07819047787825775,0.544545821721241,3.1231710367445085,0.3469417337732869
Norway separated from Sweden in the 20th Century,0.5258974358974356,0.1726986719955941,0.050000000000000044,0.5,0.5,0.6499999999999996,0.8000000000000005,0.6435897435897432,0.1447227327192311,0.5,0.5,0.6000000000000003,0.6999999999999995,1.0,-0.611759948665141,-1.008567028705568,0.6560449811413268,2.9441863820378553,1.978056704743699
"Of all the American state flags, Indiana's has the most stars.",0.5500000000000004,0.15644067313370363,0.13999999999999999,0.5,0.5,0.6050000000000003,1.0,0.6230769230769228,0.15804985632711044,0.5,0.5,0.5,0.75,1.0,0.37966145557153785,0.49880891062764976,0.9049587724560474,3.069438164552423,0.5560153838458829
Ohio,0.6569696969696966,0.21982215607856784,0.10000000000000005,0.6000000000000001,0.6999999999999996,0.8000000000000004,0.9499999999999995,0.8051515151515148,0.18114430042305388,0.5,0.6000000000000001,0.8000000000000004,1.0,1.0,-1.4763460697204374,-0.9956660541639365,-0.2560980543293034,2.679359640961765,2.0468849736222623
Oklahoma,0.7760606060606062,0.1887945211390447,0.10000000000000005,0.6999999999999996,0.8000000000000004,0.8999999999999995,1.0,0.8096969696969696,0.1916455851383754,0.5,0.6000000000000001,0.8000000000000004,1.0,1.0,-2.4332194498584396,-1.9473678246345039,-0.437746347756311,2.535324945989046,2.947008183769824
Oregon,0.663939393939394,0.2384840061977347,0.2000000000000001,0.5,0.75,0.8500000000000004,0.9600000000000006,0.7772727272727273,0.17901244243195644,0.5,0.6000000000000001,0.8000000000000004,0.8999999999999995,1.0,-0.8985654162419018,-0.7591296700197452,-0.1729274205585221,2.8478584731104157,1.1068362853470906
Paraguay is a landlocked country.,0.534615384615385,0.1473957464544838,0.10000000000000006,0.5,0.5,0.6000000000000003,0.95,0.6256410256410259,0.14817832201341022,0.5,0.5,0.6000000000000003,0.6999999999999995,1.0,-1.0078500945374314,0.004012357688393029,1.0159204281467664,2.8536135907467575,0.20256104191412413
Part of the Andes mountain range is in Brazil.,0.575641025641026,0.14228945427866527,0.25,0.5,0.5500000000000004,0.6900000000000003,0.9899999999999998,0.6615384615384619,0.1369121589606089,0.5,0.6000000000000003,0.6000000000000003,0.6999999999999995,1.0,-0.7357112210170913,0.4709815532887815,0.8150275474490343,2.839538182434395,0.40740816336224267
Pennsylvania,0.6621212121212126,0.27407523574464876,0.10000000000000005,0.4000000000000002,0.8000000000000004,0.8999999999999995,0.9499999999999995,0.9145454545454542,0.12480211609511342,0.6000000000000001,0.8000000000000004,1.0,1.0,1.0,-0.7412338898758751,-0.9768823977825295,-1.3281492739799823,2.9169417704148843,1.0292893634401497
Portuguese is the official language of Mozambique,0.5799999999999995,0.1775268697231047,0.25,0.5,0.5,0.6999999999999995,0.95,0.6487179487179484,0.17148238343124492,0.5,0.5,0.6000000000000003,0.75,1.0,0.3796614555715379,0.28741225611215876,0.8975710127258844,3.0267113968886155,-0.38369857157412257
Red is higher frequency light than Blue,0.5799999999999995,0.21855987978728292,0.10000000000000006,0.5,0.5500000000000004,0.7250000000000004,1.0,0.6999999999999995,0.1747178176073456,0.5,0.5500000000000004,0.6999999999999995,0.8999999999999994,1.0,-0.4935300906010768,-0.0919484598305157,0.4056601062951656,2.9512057791027755,1.4054411323757985
Rhode_Island,0.7687878787878791,0.20731554415548484,0.0,0.6999999999999996,0.8000000000000004,0.8999999999999995,1.0,0.8924242424242417,0.1358544787408181,0.5500000000000003,0.8000000000000004,1.0,1.0,1.0,-3.8607565632454914,-2.3130120112588686,-1.0141179997340855,2.486555680040368,3.7308920464531785
Schuyler Colfax was Abraham Lincoln's Vice President,0.5510256410256412,0.2047308229152414,0.0,0.5,0.5,0.6999999999999995,0.95,0.6641025641025637,0.16461626748158323,0.5,0.5,0.6000000000000003,0.8000000000000005,1.0,1.1608523362797603,-0.17711420445152723,0.4644927735399166,3.1562738765259146,1.104365351861403
Shanghai has a greater population than Beijing,0.5412820512820516,0.13594076665146027,0.10000000000000006,0.5,0.5,0.6000000000000003,0.9799999999999998,0.6435897435897433,0.13916077751040673,0.5,0.5,0.6000000000000003,0.8000000000000005,1.0,-0.16054535047329546,0.17116626302975993,0.5716264414363162,2.921815555625642,0.01673424649528055
Sir Winston churchil was a Labour Prime Minister,0.6053846153846153,0.13546889629117145,0.3399999999999999,0.5,0.6000000000000003,0.6999999999999995,0.8599999999999997,0.6717948717948722,0.14317585423585685,0.5,0.6000000000000003,0.6999999999999995,0.75,1.0,-1.0078500945374314,0.2711200939590787,0.6406556523612287,2.784882483526147,0.01007760067977735
Socrates was sentenced to death,0.5815384615384611,0.18067910579603558,0.10000000000000006,0.5,0.6000000000000003,0.7250000000000004,0.8999999999999994,0.6974358974358977,0.15301733559715497,0.5,0.5,0.6999999999999995,0.8000000000000005,1.0,-0.611759948665141,-0.6239921950034245,0.1381560830340396,2.8118792046378798,-0.05043669088170483
South_Carolina,0.6130303030303031,0.1583012327906207,0.2000000000000001,0.5,0.6000000000000001,0.6999999999999996,0.9899999999999994,0.7351515151515148,0.20500184773742294,0.5,0.5,0.6999999999999996,1.0,1.0,-0.5943092698674096,-0.2248836072940208,0.19632510392035388,2.8892193298394733,1.0104276833852557
